invoice_id,branch,city,customer_type,gender,category,cogs,sale,date,time,payment_method,review,gross_margin,month,day_of_week,hour
254-31-0042,A,Nueva York,Member,Male,Electronic accessories,193.5,203.175,2019-03-06,12:46:00,Credit card,7.8,9.675000000000011,March,Wednesday,12
201-86-2184,B,Chicago,Member,Female,Electronic accessories,183.82,193.011,2019-02-02,19:40:00,Cash,9.9,9.191000000000003,February,Saturday,19
261-12-8671,B,Chicago,Normal,Female,Fashion accessories,121.92,128.016,2019-01-25,19:39:00,Credit card,4.9,6.095999999999989,January,Friday,19
730-70-9830,C,Houston,Normal,Female,Home and lifestyle,420.66,441.693,2019-03-14,17:54:00,Ewallet,5.2,21.03299999999996,March,Thursday,17
382-25-8917,C,Houston,Normal,Male,Fashion accessories,252.48,265.104,2019-01-29,12:25:00,Cash,8.9,12.623999999999995,January,Tuesday,12
422-29-8786,A,Nueva York,Normal,Female,Home and lifestyle,335.45,352.2225,2019-01-03,16:47:00,Credit card,9.1,16.772500000000036,January,Thursday,16
667-23-5919,A,Nueva York,Member,Female,Fashion accessories,483.5,507.675,2019-01-14,12:52:00,Ewallet,7.0,24.17500000000001,January,Monday,12
843-01-4703,B,Chicago,Member,Female,Home and lifestyle,318.42,334.341,2019-01-05,19:50:00,Credit card,9.6,15.920999999999992,January,Saturday,19
743-88-1662,C,Houston,Normal,Male,Sports and travel,668.43,701.8515,2019-02-22,18:17:00,Ewallet,8.7,33.42150000000004,February,Friday,18
595-86-2894,C,Houston,Member,Male,Fashion accessories,387.92,407.316,2019-02-06,17:20:00,Ewallet,9.4,19.395999999999958,February,Wednesday,17
182-69-8360,B,Chicago,Normal,Female,Electronic accessories,94.6,99.33,2019-01-30,13:32:00,Credit card,4.0,4.730000000000004,January,Wednesday,13
289-15-7034,A,Nueva York,Member,Male,Sports and travel,329.32,345.786,2019-01-11,10:37:00,Credit card,7.5,16.466000000000008,January,Friday,10
462-78-5240,C,Houston,Normal,Female,Electronic accessories,53.22,55.881,2019-03-19,14:35:00,Cash,4.2,2.6610000000000014,March,Tuesday,14
868-52-7573,B,Chicago,Normal,Female,Food and beverages,498.45,523.3725,2019-01-14,12:09:00,Cash,9.9,24.922499999999957,January,Monday,12
153-58-4872,C,Houston,Member,Female,Food and beverages,299.56,314.538,2019-03-01,15:32:00,Ewallet,4.2,14.978000000000009,March,Friday,15
662-72-2873,A,Nueva York,Normal,Female,Food and beverages,204.7,214.935,2019-01-06,13:58:00,Ewallet,9.9,10.235000000000014,January,Sunday,13
525-88-7307,B,Chicago,Member,Male,Sports and travel,75.82,79.611,2019-01-31,13:19:00,Cash,5.8,3.791000000000011,January,Thursday,13
689-16-9784,C,Houston,Normal,Male,Food and beverages,280.62,294.651,2019-03-11,13:37:00,Cash,6.0,14.031000000000006,March,Monday,13
725-56-0833,A,Nueva York,Normal,Female,Health and beauty,323.2,339.36,2019-02-20,16:49:00,Credit card,10.0,16.160000000000025,February,Wednesday,16
394-41-0748,C,Houston,Member,Female,Fashion accessories,486.63,510.9615,2019-01-27,14:55:00,Ewallet,9.5,24.331500000000005,January,Sunday,14
596-42-3999,B,Chicago,Normal,Male,Food and beverages,127.54,133.917,2019-03-10,14:04:00,Credit card,6.6,6.376999999999995,March,Sunday,14
541-89-9860,C,Houston,Member,Female,Fashion accessories,241.44,253.512,2019-02-15,12:31:00,Cash,8.1,12.072000000000003,February,Friday,12
173-82-9529,B,Chicago,Normal,Female,Fashion accessories,379.5,398.475,2019-01-26,14:51:00,Cash,9.7,18.975000000000023,January,Saturday,14
563-36-9814,A,Nueva York,Member,Male,Electronic accessories,76.82,80.661,2019-02-13,18:27:00,Ewallet,7.2,3.841000000000008,February,Wednesday,18
308-47-4913,A,Nueva York,Member,Female,Sports and travel,522.6,548.73,2019-03-09,12:45:00,Credit card,6.2,26.129999999999995,March,Saturday,12
885-17-6250,A,Nueva York,Normal,Female,Health and beauty,79.74,83.727,2019-03-06,10:36:00,Ewallet,7.3,3.987000000000009,March,Wednesday,10
726-27-2396,A,Nueva York,Normal,Female,Health and beauty,387.5,406.875,2019-01-24,20:36:00,Ewallet,4.3,19.375,January,Thursday,20
316-01-3952,A,Nueva York,Normal,Female,Food and beverages,271.35,284.9175,2019-03-13,14:16:00,Ewallet,4.6,13.567499999999995,March,Wednesday,14
760-54-1821,B,Chicago,Normal,Male,Home and lifestyle,122.31,128.4255,2019-03-15,10:26:00,Cash,5.8,6.115499999999997,March,Friday,10
793-10-3222,B,Chicago,Member,Female,Health and beauty,246.36,258.678,2019-03-05,13:30:00,Credit card,8.3,12.317999999999984,March,Tuesday,13
346-12-3257,B,Chicago,Member,Male,Electronic accessories,173.16,181.818,2019-03-04,16:28:00,Cash,8.0,8.658000000000015,March,Monday,16
110-05-6330,C,Houston,Normal,Female,Food and beverages,236.58,248.409,2019-03-25,20:18:00,Credit card,9.4,11.82899999999998,March,Monday,20
651-61-0874,C,Houston,Normal,Male,Home and lifestyle,184.88,194.124,2019-03-12,20:04:00,Credit card,6.2,9.244,March,Tuesday,20
236-86-3015,C,Houston,Member,Male,Home and lifestyle,13.98,14.679,2019-02-04,13:38:00,Ewallet,9.8,0.6989999999999998,February,Monday,13
831-64-0259,B,Chicago,Normal,Female,Fashion accessories,198.75,208.6875,2019-02-22,10:43:00,Ewallet,9.6,9.9375,February,Friday,10
587-03-7455,C,Houston,Member,Female,Fashion accessories,684.53,718.7565,2019-02-16,17:30:00,Ewallet,4.9,34.22649999999999,February,Saturday,17
882-40-4577,A,Nueva York,Member,Male,Sports and travel,269.04,282.492,2019-01-19,15:28:00,Credit card,8.0,13.451999999999998,January,Saturday,15
732-67-5346,A,Nueva York,Normal,Male,Food and beverages,68.95,72.3975,2019-01-11,19:07:00,Credit card,7.8,3.447499999999991,January,Friday,19
725-32-9708,B,Chicago,Member,Female,Fashion accessories,274.84,288.582,2019-01-04,19:01:00,Cash,4.1,13.742000000000019,January,Friday,19
256-08-8343,A,Nueva York,Normal,Female,Home and lifestyle,226.12,237.426,2019-03-04,19:48:00,Ewallet,5.5,11.305999999999983,March,Monday,19
372-26-1506,C,Houston,Normal,Female,Fashion accessories,119.1,125.055,2019-01-28,19:24:00,Ewallet,5.4,5.9550000000000125,January,Monday,19
244-08-0162,B,Chicago,Normal,Female,Health and beauty,342.1,359.205,2019-01-02,13:00:00,Cash,5.1,17.10499999999996,January,Wednesday,13
569-71-4390,B,Chicago,Normal,Male,Sports and travel,43.74,45.927,2019-01-25,14:29:00,Ewallet,6.9,2.1869999999999976,January,Friday,14
132-23-6451,A,Nueva York,Member,Male,Health and beauty,104.85,110.0925,2019-01-04,13:21:00,Cash,7.8,5.242500000000007,January,Friday,13
696-90-2548,A,Nueva York,Normal,Male,Sports and travel,77.52,81.396,2019-03-10,18:55:00,Ewallet,6.6,3.8760000000000048,March,Sunday,18
472-15-9636,A,Nueva York,Normal,Male,Home and lifestyle,407.44,427.812,2019-03-22,19:36:00,Ewallet,9.2,20.372000000000014,March,Friday,19
268-03-6164,B,Chicago,Normal,Male,Health and beauty,96.11,100.9155,2019-01-25,16:28:00,Ewallet,7.8,4.805499999999995,January,Friday,16
750-57-9686,C,Houston,Normal,Female,Home and lifestyle,181.52,190.596,2019-01-08,13:48:00,Credit card,8.7,9.075999999999993,January,Tuesday,13
186-09-3669,C,Houston,Member,Female,Health and beauty,81.51,85.5855,2019-01-22,10:57:00,Ewallet,9.2,4.075499999999991,January,Tuesday,10
848-07-1692,B,Chicago,Normal,Female,Health and beauty,114.44,120.162,2019-01-12,17:13:00,Ewallet,8.3,5.722000000000008,January,Saturday,17
745-71-3520,A,Nueva York,Member,Female,Electronic accessories,176.54,185.367,2019-02-04,10:23:00,Cash,8.2,8.826999999999998,February,Monday,10
266-76-6436,C,Houston,Member,Female,Food and beverages,115.8,121.59,2019-03-28,13:57:00,Ewallet,7.5,5.790000000000006,March,Thursday,13
740-22-2500,C,Houston,Normal,Female,Electronic accessories,252.15,264.7575,2019-01-23,13:29:00,Cash,9.8,12.607499999999987,January,Wednesday,13
271-88-8734,C,Houston,Member,Female,Fashion accessories,972.1,1020.705,2019-02-08,13:00:00,Credit card,8.7,48.60500000000002,February,Friday,13
301-81-8610,B,Chicago,Member,Male,Fashion accessories,203.36,213.528,2019-03-19,19:42:00,Credit card,6.7,10.167999999999978,March,Tuesday,19
489-64-4354,C,Houston,Normal,Male,Fashion accessories,16.28,17.094,2019-03-09,15:36:00,Cash,5.0,0.8140000000000001,March,Saturday,15
198-84-7132,B,Chicago,Member,Male,Fashion accessories,365.49,383.7645,2019-01-02,13:40:00,Cash,7.0,18.27449999999999,January,Wednesday,13
269-10-8440,A,Nueva York,Member,Male,Health and beauty,372.19,390.7995,2019-01-21,18:01:00,Cash,8.9,18.609500000000025,January,Monday,18
650-98-6268,B,Chicago,Member,Female,Food and beverages,62.61,65.7405,2019-03-20,13:53:00,Credit card,8.0,3.130499999999998,March,Wednesday,13
741-73-3559,B,Chicago,Normal,Male,Sports and travel,336.35,353.1675,2019-02-27,17:27:00,Cash,6.9,16.817499999999995,February,Wednesday,17
325-77-6186,A,Nueva York,Member,Female,Home and lifestyle,906.5,951.825,2019-03-08,10:53:00,Ewallet,7.3,45.325000000000045,March,Friday,10
286-75-7818,B,Chicago,Normal,Male,Fashion accessories,138.16,145.068,2019-01-31,19:48:00,Credit card,6.9,6.9080000000000155,January,Thursday,19
574-57-9721,C,Houston,Normal,Male,Food and beverages,86.54,90.867,2019-03-08,16:53:00,Ewallet,5.7,4.326999999999998,March,Friday,16
459-50-7686,A,Nueva York,Normal,Female,Electronic accessories,140.76,147.798,2019-01-13,19:14:00,Ewallet,6.4,7.038000000000011,January,Sunday,19
616-87-0016,B,Chicago,Normal,Male,Fashion accessories,668.78,702.219,2019-03-09,14:36:00,Credit card,9.6,33.43900000000008,March,Saturday,14
837-55-7229,B,Chicago,Normal,Female,Fashion accessories,47.44,49.812,2019-02-22,18:19:00,Credit card,6.8,2.372,February,Friday,18
751-69-0068,C,Houston,Normal,Male,Sports and travel,893.16,937.818,2019-03-19,19:09:00,Ewallet,9.0,44.658000000000015,March,Tuesday,19
257-73-1380,C,Houston,Member,Male,Sports and travel,331.72,348.306,2019-01-20,16:51:00,Ewallet,9.6,16.585999999999956,January,Sunday,16
345-08-4992,A,Nueva York,Normal,Male,Home and lifestyle,203.94,214.137,2019-03-08,15:37:00,Credit card,7.7,10.197000000000003,March,Friday,15
549-96-4200,C,Houston,Member,Male,Food and beverages,68.16,71.568,2019-03-08,20:15:00,Ewallet,7.0,3.4080000000000013,March,Friday,20
810-60-6344,C,Houston,Normal,Female,Electronic accessories,326.88,343.224,2019-02-07,14:38:00,Credit card,6.5,16.343999999999994,February,Thursday,14
450-28-2866,C,Houston,Member,Male,Food and beverages,87.2,91.56,2019-01-15,19:25:00,Cash,8.1,4.359999999999999,January,Tuesday,19
394-30-3170,B,Chicago,Member,Female,Sports and travel,707.44,742.812,2019-03-22,19:35:00,Credit card,4.3,35.37199999999996,March,Friday,19
138-17-5109,A,Nueva York,Member,Female,Home and lifestyle,802.89,843.0345,2019-01-15,15:42:00,Credit card,6.5,40.144499999999994,January,Tuesday,15
192-98-7397,C,Houston,Normal,Male,Fashion accessories,12.78,13.419,2019-01-08,14:11:00,Ewallet,9.5,0.6390000000000011,January,Tuesday,14
301-11-9629,A,Nueva York,Normal,Female,Sports and travel,133.7,140.385,2019-01-15,10:43:00,Cash,9.7,6.685000000000002,January,Tuesday,10
390-80-5128,B,Chicago,Member,Female,Health and beauty,19.15,20.1075,2019-01-28,17:58:00,Credit card,9.5,0.9575000000000031,January,Monday,17
235-46-8343,C,Houston,Member,Male,Food and beverages,276.6,290.43,2019-02-14,11:26:00,Credit card,8.9,13.829999999999984,February,Thursday,11
453-12-7053,C,Houston,Normal,Male,Fashion accessories,137.22,144.081,2019-03-10,17:38:00,Credit card,6.5,6.86099999999999,March,Sunday,17
296-11-7041,B,Chicago,Member,Female,Health and beauty,27.07,28.4235,2019-01-12,20:07:00,Credit card,5.3,1.3535000000000004,January,Saturday,20
449-27-2918,B,Chicago,Member,Female,Sports and travel,39.12,41.076,2019-03-26,11:02:00,Credit card,9.6,1.956000000000003,March,Tuesday,11
891-01-7034,B,Chicago,Normal,Female,Electronic accessories,448.26,470.673,2019-01-01,19:07:00,Cash,6.7,22.41300000000001,January,Tuesday,19
744-09-5786,B,Chicago,Normal,Male,Electronic accessories,132.06,138.663,2019-01-02,18:50:00,Cash,7.6,6.603000000000009,January,Wednesday,18
727-17-0390,A,Nueva York,Normal,Female,Food and beverages,318.05,333.9525,2019-03-16,12:43:00,Ewallet,4.8,15.902499999999975,March,Saturday,12
568-88-3448,A,Nueva York,Normal,Male,Health and beauty,25.0,26.25,2019-03-03,15:09:00,Ewallet,5.5,1.25,March,Sunday,15
187-83-5490,A,Nueva York,Member,Male,Electronic accessories,83.08,87.234,2019-01-31,13:47:00,Cash,4.7,4.153999999999996,January,Thursday,13
767-54-1907,B,Chicago,Member,Female,Fashion accessories,147.8,155.19,2019-02-13,16:59:00,Cash,6.9,7.389999999999986,February,Wednesday,16
710-46-4433,B,Chicago,Member,Female,Food and beverages,696.6,731.43,2019-02-15,14:15:00,Credit card,4.5,34.82999999999993,February,Friday,14
533-33-5337,B,Chicago,Normal,Male,Electronic accessories,793.9,833.595,2019-02-07,20:24:00,Cash,6.2,39.69500000000005,February,Thursday,20
325-90-8763,C,Houston,Member,Female,Electronic accessories,465.7,488.985,2019-01-27,13:58:00,Cash,7.6,23.285000000000025,January,Sunday,13
729-46-7422,C,Houston,Normal,Male,Food and beverages,35.89,37.6845,2019-02-23,16:52:00,Credit card,7.9,1.7944999999999993,February,Saturday,16
639-76-1242,C,Houston,Normal,Male,Food and beverages,202.6,212.73,2019-02-03,15:19:00,Cash,4.5,10.129999999999995,February,Sunday,15
234-03-4040,B,Chicago,Member,Female,Food and beverages,730.5,767.025,2019-03-03,12:25:00,Credit card,8.7,36.52499999999998,March,Sunday,12
326-71-2155,C,Houston,Normal,Female,Sports and travel,295.8,310.59,2019-02-03,10:02:00,Cash,6.1,14.789999999999964,February,Sunday,10
320-32-8842,C,Houston,Member,Female,Food and beverages,22.62,23.751,2019-03-17,18:58:00,Cash,6.4,1.1310000000000002,March,Sunday,18
470-32-9057,A,Nueva York,Member,Male,Food and beverages,256.7,269.535,2019-03-28,15:31:00,Credit card,9.1,12.835000000000036,March,Thursday,15
878-30-2331,C,Houston,Member,Female,Sports and travel,545.5,572.775,2019-03-02,11:22:00,Credit card,7.1,27.274999999999977,March,Saturday,11
440-59-5691,C,Houston,Member,Female,Health and beauty,260.05,273.0525,2019-02-08,13:12:00,Credit card,7.7,13.002499999999998,February,Friday,13
554-53-3790,B,Chicago,Normal,Male,Sports and travel,222.12,233.226,2019-03-22,18:33:00,Cash,4.5,11.105999999999995,March,Friday,18
746-19-0921,C,Houston,Normal,Male,Food and beverages,21.58,22.659,2019-02-09,10:02:00,Ewallet,7.2,1.0790000000000006,February,Saturday,10
233-34-0817,C,Houston,Member,Female,Electronic accessories,98.84,103.782,2019-02-15,11:21:00,Cash,8.4,4.941999999999993,February,Friday,11
767-05-1286,C,Houston,Member,Female,Home and lifestyle,502.62,527.751,2019-01-23,12:10:00,Ewallet,5.4,25.130999999999972,January,Wednesday,12
340-21-9136,A,Nueva York,Member,Female,Sports and travel,160.2,168.21,2019-01-25,11:40:00,Cash,9.7,8.01000000000002,January,Friday,11
405-31-3305,A,Nueva York,Member,Male,Fashion accessories,431.3,452.865,2019-02-02,18:31:00,Credit card,5.5,21.564999999999998,February,Saturday,18
731-59-7531,B,Chicago,Member,Male,Health and beauty,580.56,609.588,2019-03-30,17:58:00,Cash,4.6,29.02800000000002,March,Saturday,17
676-39-6028,A,Nueva York,Member,Female,Electronic accessories,322.2,338.31,2019-03-30,17:04:00,Cash,6.6,16.110000000000014,March,Saturday,17
502-05-1910,A,Nueva York,Normal,Male,Health and beauty,195.54,205.317,2019-02-25,20:35:00,Credit card,6.3,9.777000000000015,February,Monday,20
485-30-8700,A,Nueva York,Normal,Female,Sports and travel,166.3,174.615,2019-03-18,16:10:00,Credit card,4.2,8.314999999999998,March,Monday,16
598-47-9715,C,Houston,Normal,Male,Electronic accessories,336.28,353.094,2019-03-07,16:54:00,Ewallet,4.4,16.81400000000002,March,Thursday,16
701-69-8742,B,Chicago,Normal,Male,Sports and travel,343.7,360.885,2019-03-16,10:11:00,Ewallet,6.7,17.185000000000002,March,Saturday,10
575-67-1508,A,Nueva York,Normal,Male,Electronic accessories,38.6,40.53,2019-01-29,11:26:00,Ewallet,6.7,1.9299999999999997,January,Tuesday,11
541-08-3113,C,Houston,Normal,Male,Food and beverages,527.76,554.148,2019-02-02,20:29:00,Cash,8.4,26.388000000000034,February,Saturday,20
246-11-3901,C,Houston,Normal,Female,Electronic accessories,328.0,344.4,2019-02-15,12:12:00,Cash,6.2,16.399999999999977,February,Friday,12
674-15-9296,A,Nueva York,Normal,Male,Sports and travel,185.7,194.985,2019-01-08,13:05:00,Ewallet,5.0,9.285000000000025,January,Tuesday,13
305-18-3552,B,Chicago,Member,Male,Home and lifestyle,603.8,633.99,2019-02-12,16:19:00,Cash,6.0,30.190000000000055,February,Tuesday,16
493-65-6248,C,Houston,Member,Female,Sports and travel,369.8,388.29,2019-01-01,19:48:00,Credit card,7.0,18.49000000000001,January,Tuesday,19
438-01-4015,B,Chicago,Member,Female,Sports and travel,197.96,207.858,2019-03-21,15:25:00,Ewallet,6.6,9.897999999999996,March,Thursday,15
709-58-4068,B,Chicago,Normal,Female,Fashion accessories,410.9,431.445,2019-02-28,14:42:00,Cash,7.3,20.545000000000016,February,Thursday,14
795-49-7276,A,Nueva York,Normal,Male,Fashion accessories,148.6,156.03,2019-03-23,18:59:00,Ewallet,8.3,7.430000000000007,March,Saturday,18
556-72-8512,C,Houston,Normal,Male,Home and lifestyle,22.96,24.108,2019-01-30,20:47:00,Cash,4.3,1.1479999999999997,January,Wednesday,20
627-95-3243,B,Chicago,Member,Female,Home and lifestyle,699.12,734.076,2019-02-04,13:21:00,Ewallet,9.8,34.95600000000002,February,Monday,13
686-41-0932,B,Chicago,Normal,Female,Fashion accessories,69.4,72.87,2019-03-13,19:48:00,Ewallet,8.2,3.469999999999999,March,Wednesday,19
510-09-5628,A,Nueva York,Member,Female,Fashion accessories,196.6,206.43,2019-03-15,18:20:00,Credit card,7.2,9.830000000000013,March,Friday,18
608-04-3797,B,Chicago,Member,Female,Health and beauty,202.56,212.688,2019-03-05,20:24:00,Ewallet,8.7,10.127999999999986,March,Tuesday,20
148-82-2527,C,Houston,Member,Female,Home and lifestyle,121.2,127.26,2019-03-05,13:44:00,Credit card,8.4,6.060000000000002,March,Tuesday,13
437-53-3084,B,Chicago,Normal,Male,Fashion accessories,199.78,209.769,2019-02-26,11:48:00,Ewallet,7.1,9.989000000000004,February,Tuesday,11
632-32-4574,B,Chicago,Normal,Male,Sports and travel,607.36,637.728,2019-03-20,14:14:00,Cash,5.5,30.367999999999938,March,Wednesday,14
556-97-7101,C,Houston,Normal,Female,Electronic accessories,126.44,132.762,2019-01-01,15:51:00,Cash,8.5,6.322000000000003,January,Tuesday,15
862-59-8517,C,Houston,Normal,Female,Food and beverages,541.44,568.512,2019-01-27,11:17:00,Cash,6.2,27.07199999999989,January,Sunday,11
401-18-8016,B,Chicago,Member,Female,Sports and travel,98.13,103.0365,2019-01-21,17:36:00,Cash,8.9,4.906500000000008,January,Monday,17
420-18-8989,A,Nueva York,Member,Female,Sports and travel,412.16,432.768,2019-02-02,15:47:00,Cash,9.6,20.607999999999947,February,Saturday,15
277-63-2961,B,Chicago,Member,Male,Sports and travel,73.97,77.6685,2019-02-03,15:53:00,Credit card,5.4,3.6984999999999957,February,Sunday,15
573-98-8548,C,Houston,Member,Female,Fashion accessories,31.9,33.495,2019-01-05,12:40:00,Ewallet,9.1,1.5949999999999989,January,Saturday,12
620-02-2046,C,Houston,Normal,Male,Home and lifestyle,138.8,145.74,2019-01-27,19:48:00,Ewallet,9.0,6.939999999999998,January,Sunday,19
282-35-2475,B,Chicago,Normal,Female,Sports and travel,186.62,195.951,2019-03-25,17:53:00,Cash,6.3,9.330999999999989,March,Monday,17
511-54-3087,B,Chicago,Normal,Male,Sports and travel,88.45,92.8725,2019-02-25,16:36:00,Credit card,9.5,4.422499999999999,February,Monday,16
726-29-6793,A,Nueva York,Member,Male,Electronic accessories,193.44,203.112,2019-01-28,20:54:00,Ewallet,9.8,9.671999999999997,January,Monday,20
387-49-4215,B,Chicago,Member,Female,Sports and travel,145.5,152.775,2019-01-08,12:50:00,Cash,6.7,7.275000000000006,January,Tuesday,12
862-17-9201,B,Chicago,Normal,Female,Food and beverages,504.3,529.515,2019-01-29,10:48:00,Credit card,7.7,25.214999999999975,January,Tuesday,10
291-21-5991,B,Chicago,Member,Male,Health and beauty,306.45,321.7725,2019-03-29,14:28:00,Cash,7.0,15.322499999999991,March,Friday,14
602-80-9671,C,Houston,Member,Female,Home and lifestyle,95.7,100.485,2019-02-09,17:15:00,Credit card,5.1,4.784999999999997,February,Saturday,17
347-72-6115,B,Chicago,Member,Female,Sports and travel,635.18,666.939,2019-01-16,18:03:00,Credit card,6.2,31.759000000000015,January,Wednesday,18
209-61-0206,A,Nueva York,Normal,Female,Home and lifestyle,214.55,225.2775,2019-01-05,17:29:00,Ewallet,6.1,10.727499999999992,January,Saturday,17
595-27-4851,A,Nueva York,Normal,Female,Fashion accessories,379.96,398.958,2019-01-27,18:05:00,Ewallet,9.3,18.998000000000047,January,Sunday,18
189-52-0236,A,Nueva York,Normal,Male,Electronic accessories,696.85,731.6925,2019-03-14,12:07:00,Cash,7.6,34.84249999999997,March,Thursday,12
503-07-0930,C,Houston,Member,Male,Sports and travel,408.73,429.1665,2019-02-23,19:49:00,Credit card,8.2,20.436499999999967,February,Saturday,19
413-20-6708,C,Houston,Member,Female,Fashion accessories,51.47,54.0435,2019-03-18,15:52:00,Ewallet,8.5,2.573500000000003,March,Monday,15
425-85-2085,B,Chicago,Member,Male,Health and beauty,274.3,288.015,2019-03-29,16:48:00,Ewallet,9.8,13.714999999999975,March,Friday,16
521-18-7827,C,Houston,Member,Male,Home and lifestyle,196.95,206.7975,2019-01-22,20:46:00,Credit card,8.7,9.847500000000025,January,Tuesday,20
220-28-1851,A,Nueva York,Normal,Male,Home and lifestyle,69.46,72.933,2019-03-01,18:14:00,Ewallet,9.7,3.473000000000013,March,Friday,18
600-38-9738,C,Houston,Member,Male,Sports and travel,359.6,377.58,2019-01-17,15:05:00,Credit card,4.3,17.97999999999996,January,Thursday,15
734-91-1155,B,Chicago,Normal,Female,Electronic accessories,137.13,143.9865,2019-03-26,10:34:00,Credit card,7.7,6.856500000000011,March,Tuesday,10
451-28-5717,C,Houston,Member,Female,Home and lifestyle,499.02,523.971,2019-03-20,11:23:00,Cash,7.3,24.951000000000022,March,Wednesday,11
609-81-8548,A,Nueva York,Member,Female,Home and lifestyle,224.64,235.872,2019-02-06,13:55:00,Credit card,5.9,11.232000000000028,February,Wednesday,13
133-14-7229,C,Houston,Normal,Male,Health and beauty,125.74,132.027,2019-01-01,11:43:00,Cash,5.0,6.286999999999992,January,Tuesday,11
534-01-4457,A,Nueva York,Normal,Male,Food and beverages,490.26,514.773,2019-01-27,14:36:00,Credit card,8.0,24.513000000000034,January,Sunday,14
719-89-8991,A,Nueva York,Member,Female,Sports and travel,457.05,479.9025,2019-02-25,16:03:00,Ewallet,7.1,22.852499999999964,February,Monday,16
286-62-6248,B,Chicago,Normal,Male,Fashion accessories,156.84,164.682,2019-01-16,20:03:00,Credit card,9.0,7.8419999999999845,January,Wednesday,20
339-38-9982,B,Chicago,Member,Male,Fashion accessories,119.72,125.706,2019-01-13,14:55:00,Ewallet,6.7,5.986000000000004,January,Sunday,14
827-44-5872,B,Chicago,Member,Female,Food and beverages,543.6,570.78,2019-02-07,11:28:00,Credit card,6.1,27.17999999999995,February,Thursday,11
827-77-7633,A,Nueva York,Normal,Male,Sports and travel,882.81,926.9505,2019-02-17,19:41:00,Cash,9.3,44.14050000000009,February,Sunday,19
287-83-1405,A,Nueva York,Normal,Male,Health and beauty,152.58,160.209,2019-02-12,19:01:00,Ewallet,7.0,7.628999999999991,February,Tuesday,19
435-13-4908,A,Nueva York,Member,Male,Fashion accessories,693.44,728.112,2019-01-24,18:04:00,Credit card,7.2,34.67199999999991,January,Thursday,18
857-67-9057,B,Chicago,Normal,Male,Electronic accessories,229.5,240.975,2019-02-06,19:20:00,Ewallet,8.2,11.474999999999994,February,Wednesday,19
236-27-1144,C,Houston,Normal,Female,Food and beverages,146.79,154.1295,2019-03-26,10:31:00,Ewallet,8.4,7.339500000000015,March,Tuesday,10
892-05-6689,A,Nueva York,Normal,Female,Home and lifestyle,141.6,148.68,2019-03-11,13:28:00,Ewallet,6.2,7.0800000000000125,March,Monday,13
583-41-4548,C,Houston,Normal,Male,Home and lifestyle,116.69,122.5245,2019-02-07,11:36:00,Ewallet,7.4,5.834500000000006,February,Thursday,11
339-12-4827,B,Chicago,Member,Female,Fashion accessories,73.96,77.658,2019-01-05,11:32:00,Credit card,5.0,3.6980000000000075,January,Saturday,11
643-38-7867,A,Nueva York,Normal,Male,Home and lifestyle,97.94,102.837,2019-03-07,11:44:00,Ewallet,6.9,4.897000000000006,March,Thursday,11
308-81-0538,A,Nueva York,Normal,Female,Fashion accessories,292.2,306.81,2019-02-25,17:16:00,Credit card,4.9,14.610000000000014,February,Monday,17
358-88-9262,C,Houston,Member,Female,Food and beverages,524.88,551.124,2019-02-01,18:43:00,Ewallet,5.1,26.244000000000028,February,Friday,18
460-35-4390,A,Nueva York,Normal,Male,Home and lifestyle,92.04,96.642,2019-01-22,11:00:00,Ewallet,9.1,4.60199999999999,January,Tuesday,11
343-87-0864,C,Houston,Member,Male,Health and beauty,75.88,79.674,2019-01-03,10:30:00,Credit card,7.1,3.794000000000011,January,Thursday,10
173-50-1108,B,Chicago,Member,Female,Sports and travel,80.72,84.756,2019-02-13,12:14:00,Credit card,5.0,4.036000000000001,February,Wednesday,12
243-47-2663,C,Houston,Member,Male,Electronic accessories,112.62,118.251,2019-01-28,16:43:00,Credit card,5.5,5.631,January,Monday,16
841-18-8232,B,Chicago,Normal,Female,Food and beverages,71.2,74.76,2019-01-05,20:40:00,Credit card,9.2,3.5600000000000023,January,Saturday,20
701-23-5550,B,Chicago,Member,Male,Home and lifestyle,155.24,163.002,2019-03-19,13:40:00,Ewallet,4.9,7.7620000000000005,March,Tuesday,13
647-50-1224,A,Nueva York,Normal,Female,Fashion accessories,294.2,308.91,2019-01-12,16:23:00,Ewallet,8.9,14.710000000000036,January,Saturday,16
541-48-8554,A,Nueva York,Normal,Male,Sports and travel,548.55,575.9775,2019-01-07,12:08:00,Credit card,6.0,27.42750000000001,January,Monday,12
539-21-7227,B,Chicago,Normal,Female,Sports and travel,257.7,270.585,2019-01-26,17:45:00,Cash,4.2,12.884999999999991,January,Saturday,17
213-32-1216,A,Nueva York,Normal,Female,Electronic accessories,396.36,416.178,2019-01-23,10:28:00,Cash,7.3,19.817999999999984,January,Wednesday,10
747-58-7183,B,Chicago,Normal,Male,Fashion accessories,171.81,180.4005,2019-02-09,20:31:00,Ewallet,6.5,8.590499999999992,February,Saturday,20
582-52-8065,B,Chicago,Normal,Female,Fashion accessories,488.79,513.2295,2019-02-22,10:49:00,Cash,8.9,24.43950000000001,February,Friday,10
210-57-1719,B,Chicago,Normal,Female,Health and beauty,524.16,550.368,2019-02-05,12:34:00,Cash,9.7,26.208000000000084,February,Tuesday,12
